,roles,companies,locations,experience,salary,Dates,PresentDate,skills
149,RADIOLOGIST,DOCTORS DOOR,Viluppuram,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RadiologyUSGDNBDoctorManagement
150,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Guntur,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RadiologyUSGDNBManagement
151,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Madurai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsUSGRadiologyDNBDoctorManagement
152,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Idukki,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RadiologyUSGDNBManagement
153,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Kottayam,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RadiologyUSGDNBManagement
155,RADIOLOGIST,DOCTORS DOOR,Palakkad,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,USGRadiologyDNBManagement
156,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Kanyakumari,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsRadiologyUSGDNBManagement
157,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Bhilwara,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsRadiologyUSGDNBManagement
158,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Bagalkot,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsRadiologyUSGDNBManagement
159,RADIOLOGIST PROFESSIONAL,DOCTORS DOOR,Coimbatore,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsUSGRadiologyDNBManagement
160,PEDIATRICIAN,DOCTORS DOOR,Kochi,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementDNBManagementDoctorHospital
161,DERMATOLOGIST,DOCTORS DOOR,Kozhikode,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,doctorDERMATOLOGISTDermatology
162,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Anantapur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OFFICER RESIDENT MEDICALMedical
163,DERMATOLOGIST,DOCTORS DOOR,Viluppuram,0-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,doctorDERMATOLOGIST ProfessionalDermatology
164,DERMATOLOGIST,DOCTORS DOOR,Kozhikode,0-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,doctorDERMATOLOGIST ProfessionalDermatology
165,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Kochi,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OFFICERRESIDENT MEDICALMedical
166,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Chikmagalur,0-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OFFICERRESIDENT MEDICALMedical
167,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Karur,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OFFICERRESIDENT MEDICALMedical
168,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Palakkad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OFFICERRESIDENT MEDICALMedical
169,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Kollam,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OFFICERRESIDENT MEDICALMedical
170,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Kochi,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OFFICERRESIDENT MEDICALMedical
171,GYNECOLOGIST,DOCTORS DOOR,Kochi,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DNBICUManagement
172,RADIOLOGIST,DOCTORS DOOR,Coimbatore,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsRadiologyUSGDNBManagement
173,PEDIATRIC INTENSIVIST,DOCTORS DOOR,Kozhikode,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsHospital managementNICUDNBManagementHospital
174,RADIOLOGIST,DOCTORS DOOR,Idukki,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,USGRadiologyDNBManagement
175,PEDIATRICIAN,DOCTORS DOOR,Idukki,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementNICUDNBManagementDoctorHospital
176,PEDIATRICIAN,DOCTORS DOOR,Palakkad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementDNBManagementDoctorHospital
177,PEDIATRICIAN,DOCTORS DOOR,Kozhikode,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementNICUDNBManagementDoctorHospital
178,PEDIATRICIAN,DOCTORS DOOR,Thiruvananthapuram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementNICUDNBManagementDoctorHospital
179,PEDIATRICIAN,DOCTORS DOOR,Kasargode,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementNICUDNBManagementDoctorHospital
180,PEDIATRICIAN,DOCTORS DOOR,Idukki,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementNICUDNBDoctorManagementHospital
181,ENT SURGEON,DOCTORS DOOR,Tiruvannamalai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsConsultant Ent SurgeonendoscopyENT SurgeonManagementENTConsulting
182,RADIOLOGIST,DOCTORS DOOR,Mandya,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RadiologyUSGDNBManagement
183,RADIOLOGIST,DOCTORS DOOR,Kottayam,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsRadiologyUSGDNBManagement
184,OPHTHALMOLOGIST,DOCTORS DOOR,Palakkad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementDNBOphthalmologyManagementHospital
185,PHYSICIAN,DOCTORS DOOR,Kanyakumari,0-20 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Internal medicineICUManagementMedicine
186,SURGICAL GASTROENTEROLOGIST,DOCTORS DOOR,Madurai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalGastroenterologyICUManagement
187,SURGICAL GASTROENTEROLOGIST,DOCTORS DOOR,Idukki,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalGastroenterologyICUManagement
188,ONCO SURGEON,DOCTORS DOOR,Madurai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ManagementSurgeonSurgery
189,CARDIOLOGIST,DOCTORS DOOR,Malappuram,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ICUManagementCardiology
190,DIABETOLOGIST,DOCTORS DOOR,Idukki,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,diabetologyInternal medicineDNBICUManagementMedicine
191,DIABETOLOGIST,DOCTORS DOOR,Kochi,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,diabetologyInternal medicineDNBICUManagementMedicine
192,NEURO SURGEON,DOCTORS DOOR,Viluppuram,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeuroManagementSurgeonSurgeryNeurology
193,NEUROPHYSICIAN,DOCTORS DOOR,Thrissur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeuroICUManagementNeurology
194,NEUROPHYSICIAN,DOCTORS DOOR,Tiruppur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeuroICUManagementNeurology
195,ENT SURGEON,DOCTORS DOOR,Wayanad,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Head Business DevelopmentConsultant Ent SurgeonENT SurgeonManagementSurgeonENTSurgeryBusiness development
196,ENT SURGEON,DOCTORS DOOR,Malappuram,0-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Head Business DevelopmentConsultant Ent SurgeonENT SurgeonManagementSurgeonBusiness developmentSurgeryConsulting
197,NEURO PHYSICIAN,DOCTORS DOOR,Madurai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeuroICUManagementNeurology
198,NEURO PHYSICIAN,DOCTORS DOOR,Viluppuram,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeuroICUManagementNeurology
199,NEURO PHYSICIAN,DOCTORS DOOR,Tiruppur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NeuroICUManagementNeurology
200,Medical Scribes,Indivirtus,Mohali,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingMicrobiologyNutritionMedical billingPharmaBotanyClinical trialsHealthcare
201,Guest Relationship Officer,Dr.Kamakshi Memorial Hospital,Chennai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingNursingPDFhealthcare managementRelationshipHealthcareUPSHR
202,Executive / Sr Executive - Employee Experience,Marengo Asia Healthcare,"Faridabad, Gurugram",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HR administrationExecutiveEmployee engagementEngagementSRHrsdAdministration
203,Accounts Receivable (AR) Call Centre,Access Healthcare,Coimbatore,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BasicUsageNursingIVRProduct serviceHealthcareResearchOperations
204,Paramedical Ophthalmic Assistant,Apollo TeleHealth,"Vijayawada, Visakhapatnam, Guntur, Nellore",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,pharmaceuticalopdemergency medicinegnmorthopedicsmedicinenursingicd
205,Marketing Executive (Medical Representative),Tablets India Ltd.,Ahmedabad,0-2 Yrs,Not disclosed,30 Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMarketingMedical
206,Hiring: MCh Surgical Oncologist in Haldwani and Ajmer,Multispeciality Hospitals,"Haldwani, Ajmer",0-5 Yrs,Not disclosed,29 Days Ago,2024-11-24,MchOncologySurgical OncologySurgicalHiring
207,Requirement: Hematologist (DM/DNB) | 400-Bed NABH-Hospital in Dhanbad,Tech India,Dhanbad,0-5 Yrs,Not disclosed,29 Days Ago,2024-11-24,HematologistHematologyDMDNBBloodSpecialistRequirements
208,MCh Head & Neck Onco Surgeon | 400-Bed NABH-Hospital Dhanbad Jharkhand,Multispeciality Hospitals,"Dhanbad, Durgapur, Ranchi",0-5 Yrs,Not disclosed,29 Days Ago,2024-11-24,Head and Neck Onco SurgeonCancer Care SurgeonMchHead & Neck Tumor SpecialistAdvanced Cancer SurgeonOncology SurgeonOncologyHead and Neck Cancer Specialist
209,MS / DNB - ENT ( Otorhinolaryngology),Pama network pvt.ltd,"Chennai, Kanchipuram(Kancheepuram)",0-1 Yrs,Not disclosed,30 Days Ago,2024-11-24,senior residentMSDNBENTOtorhinolaryngologymedicalcollegeSRSenior
210,Junior Analyst-Quantitative Analysis,Stem,Gurugram,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,excelmathematicsqualitativequantitativebusiness analysisquantitative analysissalespowerpoint
211,PEDIATRICIAN/NEONATOLOGIST,DOCTORS DOOR,Sangareddy,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsHospital managementNICUManagementNeonatologyHospital
212,Executive - Corporate Relations,Capital Hospital,Vijayawada,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,customer relationshipcorporate relationscorporate relationship managementcustomer servicebusiness developmenttrainingcorporate social responsibilitycorporate sales
213,DMO / CMO Professional,Capital Hospital,Vijayawada,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,digital marketingcapacoocmodata validationgeneral managementtechnology transferbusiness development
214,Staff Nurse ( WARD ),Billroth Hospitals,Chennai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,cdscalingrctrpddiagnosismedication administrationteachingnursing
215,Staff Nurse ( CT - ICU ),Billroth Hospitals,Chennai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalingrcthealth care servicesemergency medicineadministrationrpddiagnosismedication administration
216,Anaesthesiologist,Billroth Hospitals,Chennai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalinghealth care servicesemergency medicineadministrationgnmcritical caremedication administrationmedicine
217,Liver Transplant - Staff Nurse,Billroth Hospitals,Chennai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalinghealth care servicesemergency medicineadministrationgnmcritical caremedication administrationmedicine
218,Staff Nurse ( OT ),Billroth Hospitals,Chennai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalingadministrationgnmdiagnosismedication administrationnursingmedicinehospital administration
219,Care Executive (Admission),Sgvp Holistic Hospital,Ahmedabad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveSeniorAdmissions
220,FNB Resident.Neurovascular Intervention,Aster Pharmacy,Kozhikode,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,FNB Resident.Neurovascular Intervention.MIMS Hospital CalicutHospitalFnb
221,Lab Technician & Phlebotomist,Capital Hospital,Vijayawada,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,laboratory techniquespathologylab testingblood bankclinical chemistrymicrobiologyhistopathologyhaematology
222,Sales Executive,Scientek Hub,"Noida, New Delhi",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesAnalyticalElectronicsInstrumentationSales ExecutiveManagementElectricalsCRM
223,Front-office Executive,Amulya Jyoti Eye Foundation,Kolkata,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BengaliBasicAdministrationFront Office ExecutiveBack officeHealthcareFrontFront office
224,OPTHALMOLOGIST,DOCTORS DOOR,Kochi,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
225,ORTHOPEDIC SURGEON,DOCTORS DOOR,Ranchi,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,traumaorthopaedic surgerysportsarthroplastyhand surgeryorthopedicsorthoarthroscopy
226,OPTHALMOLOGIST,DOCTORS DOOR,Palakkad,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
227,OPTHALMOLOGIST,DOCTORS DOOR,Alleppey,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
228,OPTHALMOLOGIST,DOCTORS DOOR,Thrissur,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
229,OPTHALMOLOGIST,DOCTORS DOOR,Idukki,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
230,RMO Professional,DOCTORS DOOR,Kottayam,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,mobopdcmoemergency medicinebachealth care servicesus healthcarecritical care
231,PAEDIATRICIAN,DOCTORS DOOR,Karimganj,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opddcaroamingintensive caredchcritical caremedicinegeneral medicine
232,INTERNAL/GENERAL MEDICINE PHYSICIAN,DOCTORS DOOR,Pathanamthitta,0-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdpharmaceuticalemergency medicinehealth care servicesbacinternal medicinecritical careayurveda
233,OPTHALMOLOGIST,DOCTORS DOOR,Pathanamthitta,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
234,RMO Professional,DOCTORS DOOR,Dindigul,0-20 Yrs,Not disclosed,30+ Days Ago,2024-11-24,mobopdcmoemergency medicinebachealth care servicesus healthcarecritical care
235,OPTHALMOLOGIST,DOCTORS DOOR,Kottayam,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
236,OPTHALMOLOGIST,DOCTORS DOOR,Malappuram,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
237,RMO Professional,DOCTORS DOOR,Chennai,0-20 Yrs,Not disclosed,30+ Days Ago,2024-11-24,mobopdcmoemergency medicinebachealth care servicesus healthcarecritical care
238,OPTHALMOLOGIST,DOCTORS DOOR,Thiruvananthapuram,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,low visionopdglaucomacataract surgeryphacocontact lensoperation theatrerefraction
239,OPTHALMOLOGIST,DOCTORS DOOR,Kollam,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Hospital managementManagementDoctorOphthalmologyHospital
240,Medical Writers,Medone Pharma Solutions,Gurugram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PublishingMISClinical researchMedical writingWritingMedicalClinicalResearch
241,MEP : Supervisor,GVN Riverside Hospital,Tiruchirapalli,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MEP Supervisor
242,MEP : Technician,GVN Riverside Hospital,Tiruchirapalli,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MEP
243,Marketing Executive (Medical Representative),Tablets India Ltd.,Patna,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch
244,Mega Walk-in Drive For Medical coding Freshers,Synthesis Healthcare,Chennai,19 Nov - 28 Nov,Not disclosed,30 Days Ago,2024-11-24,freshersmedical coderCPCCertifiedUS HealthcareCodingDrivesMedical
245,Staff Nurse,Lexwell Healthcare Services,Chennai,0-5 Yrs,Not disclosed,23 Days Ago,2024-11-24,OTGNMNICUICUEmergencyPatient CareNursing
246,HR & Admin Executive,Procean Healthcare,Ahmedabad,0-3 Yrs,1.5-2.5 Lacs PA,30+ Days Ago,2024-11-24,HR OperationsRecruitmentHR Generalist ActivitiesOffice AdministrationPetty Cash ManagementJoining FormalitiesOffice ManagementLeave Management
247,Social Worker,Krishna Nursing Home,Coimbatore,0-5 Yrs,Not disclosed,23 Days Ago,2024-11-24,Fluency in TamilPatient CounsellingCounsellingMSWPsychological AssessmentPatient careTamilFluent
248,Clinical Investigator !! US Healthcare !! 25k To 40k,TOP US HEALTHCARE,"Noida, Gurugram, Delhi / NCR",0-4 Yrs,3-4.5 Lacs PA,30+ Days Ago,2024-11-24,bsc nursingbhmsbptClinicalnursingbamsmptBds
249,"Pathologist - MBBS,MD",Scientific Pathology,Agra,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PathologyISONABL
250,"Microbiologist- MBBS, MD",Scientific Pathology,Agra,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PathologyISONABLMDTMicrobiology
251,"Histopathologist - MBBS, MD",Scientific Pathology,Agra,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PathologyISONABLMDT
252,Resident Medical Officer,DOCTORS DOOR,Palakkad,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsPatient careManagementSupervisionMedical
253,Resident Medical Officer,DOCTORS DOOR,Idukki,0-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingAdministrationDiagnosticsTime managementPatient careHealthcaremedical recordsInternship
254,ENT Surgeon,DOCTORS DOOR,Coimbatore,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Head Business DevelopmentSurgicalDiagnosticsENT SurgeonManagementBusiness developmentSurgeryENT
255,Technician Anesthesiology,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingSurgicalanaesthesiologyPatient careManager TechnologyHealthcareAnesthesiaManagement
256,Junior Staff Nurse,Aster Medcity,Kannur,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationNursingPatient careHealthcareJunior Staff NurseMonitoring
257,Consultant Medical Oncology,Aster Medcity,Kannur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PathologyInterpersonal skillsSurgicalMedical imagingDiagnosticsClinical researchHealthcareOncology
258,Senior Resident In Radiology,DOCTORS DOOR,Perambalur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ResidentRadiologyUSGManagement
259,Senior Resident In Pulmonology,DOCTORS DOOR,Perambalur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PulmonologyPathologySenior ResidentHospital managementManagementHospitalSenior
260,Senior Resident In General Surgery,DOCTORS DOOR,Perambalur,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ResidentGeneral surgeryDNBManagementSurgeonSeniorGeneralSurgery
261,Senior Resident In General Surgery,DOCTORS DOOR,Coimbatore,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ResidentGeneral surgeryDNBManagementSurgeonSurgeryGeneralSenior
262,Senior Resident In Forensic Medicine,DOCTORS DOOR,Tiruchirapalli,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,forensic medicineSenior ResidentHospital managementTeachingHospitalSeniorMedicineManagement
263,Senior Resident In Emergency Medicine,DOCTORS DOOR,Tiruchirapalli,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ResidentFocusDNBICUManagementEmergency medicineEmergencySenior
264,Senior Resident In Community Medicine,DOCTORS DOOR,Tiruchirapalli,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SPMSenior Residentcommunity medicineHospital managementEpidemiologyStatisticsTeachingManagement
265,Senior Resident In Biochemistry,DOCTORS DOOR,Chennai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ResidentBiochemistryManagementTeachingSenior
266,Gynecologist/Infertility Specialist,DOCTORS DOOR,Tiruppur,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DNBLabourManagementinfertility
267,Gynecologist/Infertility Specialist,DOCTORS DOOR,Coimbatore,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DNBLabourManagementinfertility
268,Cardiothoracic Vascular Surgeon,DOCTORS DOOR,Madurai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ManagementSurgeonSurgeryVascular
269,Associate Professor In Physical Medicine,DOCTORS DOOR,Pathanamthitta,0-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MalayalamAssociate ProfessorICUManagement
270,Assistant Professor In Community Medicine,DOCTORS DOOR,Krishnagiri,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SPMcommunity medicineHospital managementAssistant ProfessorEpidemiologyStatisticsTeachingManagement
271,Stenographer,Medindia Hospitals,Chennai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Experienced Stenographer Proficiency in English & Tamil Typewriting Higher & Lower PassedTypingStenographyEnglishTamil
272,Gastroenterologist,Queens NRI Hospital,Visakhapatnam,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Gastroenterology
273,Emergency Medicine Professional,Queens NRI Hospital,Visakhapatnam,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Emergency MedicineEmergencyMedicine
274,Configuration Analyst,Biopeople India,Gurugram,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Junior StaffExcelSenior managementConfiguration AnalystTime managementDeploymentMicrosoft DynamicsMS Office
275,CONSULTANT MEDICAL GASTROENTEROLOGIST,DOCTORS DOOR,Idukki,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Quality improvementSurgicalDiagnosticsGastroenterologyPatient careClinical trialsHealthcareendoscopy
276,GYNECOLOGIST,DOCTORS DOOR,Malappuram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medicalmonitoring
277,Freshers Marketing,Prolific Labs,Lucknow,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,GraphicsCampaign planningLead generationData analysisEmail marketingSocial mediaMarket researchSEO
278,Consultant Pediatrician,Medigram Hospital,Saharanpur,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingPatient careConsultingHealthcaremedical recordsResearchMonitoringMedical
279,RESIDENT MEDICAL OFFICER,DOCTORS DOOR,Idukki,0-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BasicMalayalamManagementMedical
280,Pediatrician/Neonatologist,DOCTORS DOOR,Sangareddy,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsHospital managementNICUManagementNeonatologyHospital
281,SENIOR PHYSICIAN,DOCTORS DOOR,Kochi,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsHealthcaremedical recordsManagementMonitoringMedicalSenior
282,SENIOR PHYSICIAN,DOCTORS DOOR,Kochi,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsMedical DoctorHealthcaremedical recordsManagementMonitoringMedicalSenior
283,GYNECOLOGIST,DOCTORS DOOR,Malappuram,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Monitoring
284,CLINICAL CARDIOLOGIST,DOCTORS DOOR,Idukki,0-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsCardiovascularManagementTestingClinical CardiologySoftware testingCardiologyClinical
285,Nursing Assistant,Holy Cross Hospital,Kollam,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdhealth care servicesemergency medicinegnmus healthcarecritical careorthonursing
286,SALES EXECUTIVE,H A Scientific & Chemicals,Ahmedabad,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,complaint handlingcold callingnetworkingbusiness developmentmarket researchmediaadvertisingcorporate sales
