,roles,companies,locations,experience,salary,Dates,PresentDate,skills
134,Area Sales Manager/Sales representative,Rentschler Biovet Nutrition,"Vijayawada, Visakhapatnam, Hyderabad",3-8 Yrs,3.75-8.75 Lacs PA,4 Days Ago,2024-11-24,PoultryMedical RepSales And MarketingArea Sales ManagementVeterinary MedicineAnimal HealthBusiness DevelopmentAnimal Nutrition
135,Workplace Technical Delivery Manager (Senior Network Manager),Truglobal,Hybrid - Bengaluru(MG Road),16-26 Yrs,40-60 Lacs PA,4 Days Ago,2024-11-24,WANLANCiscoCCNASeniorNetworkingNetwork managementManagement
136,Senior IVF Consultant,OASIS,"Tirupati, Ranchi",5-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,InfertilityGynecologyReproductive medicine specialistIvfDNBConsultant IVF specialistObstetricsObstetrics And Gynaecology
137,Business Development - Biology Services,Aurigene Pharmaceutical Services,Hyderabad,5-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,Business DevelopmentCROLead GenerationSalesbiologypreclinicalDomestic Salespresales
138,Project Manager,Aurigene Pharmaceutical Services,Bengaluru,8-13 Yrs,Not disclosed,4 Days Ago,2024-11-24,project managementdiscovery chemistryMedicinal ChemistryPMPProgram ManagementPMP Trainedclient managementProject Planning
139,Proposal Management Clinical Development,Syngene,Bengaluru,8-13 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Proposal ManagementProposalsManagementDevelopmentClinical DevelopmentClinical
140,Specialist AV Engineer (Customer Care),Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,project managementcustomer servicecustomer caresharepointAudio VisualRelationship ManagementGeneral Contractorcustomer support
141,Sr. Associate IS Business Systems Analyst,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,devopsscrumagile software developmentjiracontinuous deliverycontinuous integrationbusiness systembusiness analysis
142,"India Environmental, Health and Safety Sr. Associate",Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,project managementrisk assessmentsafety trainingdata managementconstruction safetysafety auditsafety inspectionAssessment
143,Director - Enterprise Data Management and Analytic Solutions,Amgen Inc,Hyderabad,16-18 Yrs,Not disclosed,5 Days Ago,2024-11-24,data managementteam managementsoftware engineeringportfolio managementchange managementsoftware development life cycledata qualityscaled agile framework
144,Coaching and Training Specialist,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,4 Days Ago,2024-11-24,CoachingKanbanAgilebusiness analysisScrumprocess improvementtraining deliveryTraining
145,Productivity Metrics and Analytics Manager,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,data analysisscaled agile frameworktroubleshootingperformance managementtableauproject managementagileproductivity management
146,Sr. Associate Network Engineer,Amgen Inc,Hyderabad,2-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,switchingwandnsroutingdhcpnetwork automationnetwork engineeringnetwork infrastructure
147,Sr. Scrum Master,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,project managementsoftware developmentinformation systemsjirascaled agile frameworkconfluencebusiness analysisuser stories
148,Lead ML Engineer - AWS,Winning Edge,"Bengaluru, Karnataka",5-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,SageMakerNLGScikit-learnPyTorchMLOpsNLPDockerNLU
149,Gen AI Engineer,Winning Edge,Bengaluru,4-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,PythonGen AIalgorithmsRAzureNLPDaskPandas
150,Digital Product Owner Manager,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,4 Days Ago,2024-11-24,Digital Product Managementproduct strategyteam leadingproduct developmentDocumentationProcess ImprovementagileDigital
151,Specialist Software Engineer,Amgen Inc,Hyderabad,3-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,rapid prototypingtroubleshootingnosqlCloud Computingsoftware developmentJavaScriptSQLPython
152,Digital Productivity Product Manager,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,product managementdigital product developmentatlassianagile frameworkproduct strategyproject managementscrumbusiness analysis
153,MLOps Developer,Winning Edge,Bengaluru,5-10 Yrs,Not disclosed,4 Days Ago,2024-11-24,MLOpsNLGScikit-learnKubeflowSageMakerPyTorchNLPDocker
154,AI Platform Lead,Amgen Inc,Hyderabad,8-13 Yrs,Not disclosed,5 Days Ago,2024-11-24,software developmentrapid prototypingtroubleshootingnosqlJavaScriptmicroservices architectureserverlessAPI integration
155,AI Platform Operational Lead,Amgen Inc,Hyderabad,8-13 Yrs,Not disclosed,5 Days Ago,2024-11-24,it operationstroubleshootingcloud platformsdata engineeringAzureCI/CD pipelinesGCPDevOps practices
156,AI Platform Lead,Amgen Inc,Hyderabad,8-13 Yrs,Not disclosed,5 Days Ago,2024-11-24,software developmentrapid prototypingnosqltroubleshootingpythonapi integrationci/cddisaster recovery
157,Principal Software Engineer,Amgen Inc,Hyderabad,6-11 Yrs,Not disclosed,5 Days Ago,2024-11-24,software developmentrapid prototypingnosqltroubleshootingpythonapi integrationci/cdrecovery
158,Full Stack - Technical Program Manager,Winning Edge,Bengaluru,10-14 Yrs,Not disclosed,4 Days Ago,2024-11-24,.NetJavaAzurePRINCE IIPostgreSQLNode.jsSafeService Now
159,SR. Syncade MES Engineer,Winning Edge,"Bengaluru, Karnataka",5-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,SyncadeT-SQLC#S88VB scriptMicrosoft ServerMESPMX
160,P2P Product Team Senior Associate Finance,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,FinanceSAP ECCSupplier OnboardingtroubleshootingUATS4 HanaDisbursements processingInvoicing
161,Senior Manager Development Operations,Amgen Inc,Hyderabad,2-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,Development Operationsclinical operationsbiopharmaceutical clinical researchglobal clinical trial managementclinical researchdrug developmentDrugResearch
162,Senior Associate Software Engineer,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,DevOpsllamaIndex frameworkLangchainmicroservices architectureCICDtroubleshootingserverlessAPI integration
163,Specialist Software Engineer ( Senior Full Stack Engineer),Amgen Inc,Hyderabad,1-5 Yrs,Not disclosed,5 Days Ago,2024-11-24,REST APIsAzureCSSReact frameworkSQLTypeScriptNoSQLDocker
164,Workday Core HCM Administrator,Xllent Corporate Services Pvt. Ltd,Bengaluru,5-10 Yrs,Not disclosed,5 Days Ago,2024-11-24,Workday Core HCMATSHR processesHRMLMSCore HCMCoreHrsd
165,SAP Basis Architect,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAPSAP ECCS3RDSOnapsisContent ServerGTSCloudFormation
166,Engineering Project Manager,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,project managementbiologicsGMP manufacturingquality assuranceconstructionsynthetics manufacturingutility operationsmaintenance
167,Senior Manager Quality Complaints,Amgen Inc,Hyderabad,2-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,quality managementproject managementQuality Complaints ManagermanufacturingPackagingAPIDevice manufacturingManagement
168,Finance Manager,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,FinanceERPteam managementfinancial managementforecastingaccountingfinancial planningbudgeting
169,AI / ML - Clinical Business Integrator,Winning Edge,Bengaluru,10-14 Yrs,Not disclosed,5 Days Ago,2024-11-24,clinical researchC#Javaclinical trial management systemsJavaScriptAIMLSQL
170,SAP Testing Lead,Amgen Inc,Hyderabad,2-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAP TestingAutomationERP implementationsSAP ERP systemsSAFe project managementregulatory complianceSAFeERP implementation
171,Sr. Manager - Digital Technology & Innovation - Sensing,Amgen Inc,Hyderabad,2-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,DevOpsvendor managementfull stack developmentChefAnsibleEMRSparkPuppet
172,Coaching and Training Specialist,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,TrainingScaled Agile FrameworkKanbanLeanWorkshop facilitationbusiness analysisScrumFramework
173,Senior Manager Agile/ PMO,Amgen Inc,Hyderabad,8-13 Yrs,Not disclosed,5 Days Ago,2024-11-24,AgilecloudAzurecloud servicesprogram managementAWSSQLPython
174,Specialist Software Engineer ( Sr. Full Stack Engineer ),Amgen Inc,Hyderabad,4-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,PythonAzureCSSReactSQLTypeScriptREST APINoSQL
175,"SAP Senior Developer ( ABAP, Fiori)",Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAPODataSAP Fiori Application DevelopmentSAP UI5SAP BTPFioriABAP ProgrammingSAP S/4HANA
176,SAP MDM Product Owner - Finance,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAP MDMUI5WEBUIFPMAzureSAP MMSAP UIWebDynpro ABAP
177,Full Stack Lead - BRIX - Content Ecosystem,Winning Edge,"Bengaluru, Karnataka",8-12 Yrs,Not disclosed,5 Days Ago,2024-11-24,AEMRESTful Web ServicesCSSReduxVueHTMLRest APIMicroservice Architecture
178,SAFe Program Consultant,Amgen Inc,Hyderabad,8-13 Yrs,Not disclosed,5 Days Ago,2024-11-24,Scaled Agile FrameworkProgram Consultantteam managementCoachingJiraSafeManagementFramework
179,Sr. Python Backend Developer,Winning Edge,Bengaluru,7-11 Yrs,Not disclosed,5 Days Ago,2024-11-24,PythonREST APIDockerGitHubDjangoPostgreSQLCI/CDFastAPI
180,Front Office Executive,Mallya Hospital,Bengaluru,3-8 Yrs,Not disclosed,4 Days Ago,2024-11-24,HousekeepingAdministrationInterpersonal skillsFront deskFront Office ExecutivePDFTime managementBilling
181,echographer,Care Hospital,Hyderabad,2-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,Ultrasound
182,Associate IS - Directory Assistance Operator,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Customer serviceMicrosoft 365Call RoutingCalls handlingcustomer interactionDirectoryMicrosoftAssistance
183,Staff Nurse,Care Hospital,Hyderabad,1-2 Yrs,Not disclosed,4 Days Ago,2024-11-24,opdhealth care servicesemergency medicinegnmcritical caremedicinenursingpatient care
185,Senior Associate IS Security Engineer,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Security Engineeringsecurity operationsnetwork securityendpoint protectionQ-RadarXSOARSplunkcybersecurity
186,Senior Associate Data Scientist,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Data Sciencepredictive modelingpredictive analyticsoperational researchsemantic analysisdata visualizationmachine learningModeling
187,SAP BTP Architect,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAP BTPSAP FioriSAP UI5SAP Integration SuiteSAP implementationCI/CDSAP architectureUI
188,Information Security Risk and Compliance Analyst,Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Information SecurityRisk MitigationIT infrastructureHIPAARisk and ComplianceCybersecuritySOXRisk Management
189,SAP Functional Analyst ( Vistex ),Amgen Inc,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAP VistexERPSAP SDSAP ABAPContract ManagementOrder to CashSAPSAP Knowledge
190,Hybrid Cloud Ops Engineer,Elanco,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",2-6 Yrs,Not disclosed,4 Days Ago,2024-11-24,gcpvmwaretroubleshootingcloud managementroot cause analysiscommunication skillsansibleRoot cause
191,Marketing Executive,Cipher Oncology,Hyderabad,4-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,Lead Generationmarketingarea managementMarketing managementLeadershipGenerationManagement
192,Manager Quality Assurance,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,Quality AssuranceSix Sigmaquality managementExcelquality controlSharePointQualityAssurance
193,Senior Manager Sales,ajm softwares,Bengaluru,10-12 Yrs,Not disclosed,5 Days Ago,2024-11-24,Relationship managementAnalytical skillsPenetrationBfsiField salesBusiness analyticsMarket intelligenceITES
194,Senior Manager - SAP Security and GRC,Amgen Inc,Hyderabad,8-13 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAP SecuritySAP Fiorisecurity managementITGCSAP BTPsecurity designGRCSAP S/4HANA
195,Digital Functional Expert Salesforce Effectiveness,Sanofi,Hyderabad,3-7 Yrs,Not disclosed,4 Days Ago,2024-11-24,Business processOperational excellenceAgileProblem managementHealthcareFMCGRisk managementMerchandising
196,Backup Expert in Cyber Recovery,Sanofi,Hyderabad,8-13 Yrs,Not disclosed,4 Days Ago,2024-11-24,AutomationNetworkingcyber securityEquityHealthcareSchedulingSubject Matter ExpertOperations
197,"Digital Functional Expert, B2B Portal",Sanofi,Hyderabad,4-7 Yrs,Not disclosed,4 Days Ago,2024-11-24,Business processB2BAgileProblem managementHealthcareFMCGRisk managementBusiness solutions
198,Senior Data Engineer - Sensing,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,Data EngineeringApache Airflowperformance tuningdata modelingPySparkETLNOSQLPython
199,SAP MDM Product Owner - Business Partner,Amgen Inc,Hyderabad,4-9 Yrs,Not disclosed,5 Days Ago,2024-11-24,SAP MDGAzureWEBUIdata modelingSAP MMSAP ABAPMaster data managementSAP BTP
200,Central CRA (Clinical Research Associate)- Registries,Sanofi,Hyderabad,2-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,Data managementTechnical writingGCPPharmaData collectionClinical researchClinical Research AssociateManager Quality Control
201,LMS Platform Specialist,Bioclinica,Bengaluru,1-2 Yrs,Not disclosed,5 Days Ago,2024-11-24,E-learningContent managementLMSInstructional designAnalyticalInstructorVisioTroubleshooting
202,Mental Health Ambassador,Carpediem,Bengaluru,2-5 Yrs,Not disclosed,5 Days Ago,2024-11-24,customer relationshipfront office managementfood and beveragecustomer serviceproblem solvingsalesindustrial safetyoperations
203,IT Support,Cans Multi Speciality Hospital,Bengaluru,1-5 Yrs,Not disclosed,5 Days Ago,2024-11-24,tcpservercustomer service orientationcomputer operatingconfiguringit supportinformation technologywindows xp
204,Executive - Facility,Cushman Wakefield,Bengaluru,2-14 Yrs,Not disclosed,5 Days Ago,2024-11-24,Operations managementTeam managementSenior ExecutiveClient coordinationFacility managementSeniorOperationsFacilities
205,"Manager, Learning Management Systems",Bioclinica,Bengaluru,2-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Product managementSite managementProcess optimizationLMSPharmaArtificial IntelligenceHealthcareProject planning
206,CH - Pharmacist,Care Hospital,Hyderabad,1-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,AdministrationSIDEPharmaPharmacyMedical servicesLegalWellnessOperations
207,Duty Doctor,The Life Plus Hospital,Bengaluru,1-2 Yrs,Not disclosed,5 Days Ago,2024-11-24,opdhealth care servicesemergency medicineinternal medicinemedicinepatient caregeneral medicinehealthcare
208,Graphic Designer - Launch and Commercialization Excellence,Sanofi,Hyderabad,2-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,E-learningGraphic designingIllustratorProject managementJavascriptHealthcareAnimationHTML
209,Radiologist,Telerad Rxdx,Bengaluru,2-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,pacemakerradiologyechocardiographyusgecgdmechoicd
210,Analyst Finance,ajm softwares,Bengaluru,5-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,ERPSAPTransfer pricingGAAPSEZBudgetingIndirect taxationOracle
211,Clinical Data Scientist,Sandoz,Hyderabad,3-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,Computer scienceNursingProject managementPharmacyReconciliationClinical trialsdata governanceData quality
212,Commercial Learning Services - Graphic Designer,Eli Lilly And Company,Bengaluru,2-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,GraphicsPrototypeIllustratorProcess improvementHealthcareHTMLPhotoshopAdobe
213,OT Technician,Care Hospital,Hyderabad,4-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,SurgicalPatient careManagementTroubleshootingRoomMonitoringOT
214,Product Sales Manager,ajm softwares,Bengaluru,8-10 Yrs,Not disclosed,5 Days Ago,2024-11-24,Product managementUsageFrenchPenetrationSalesMarket intelligenceCash flowCustomer service
215,Senior Clinical Data Scientist,Sandoz,Hyderabad,4-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,Computer scienceOperational excellenceGCPProject managementPharmacyData qualityWPSContinuous improvement
216,Commercial Learning Services - Editor,Eli Lilly And Company,Bengaluru,6-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,GraphicsUsageQuality checkControl systemQuality auditHealthcareManager Quality ControlQuality Review
217,Transitions Project Lead,ajm softwares,Bengaluru,10-12 Yrs,Not disclosed,5 Days Ago,2024-11-24,PMPCostingPublishingProject managementResource allocationProject planningSchedulingPPAP
218,Oracle NMS OT Architect & DBA,TRC Companies,Hyderabad,3-8 Yrs,Not disclosed,5 Days Ago,2024-11-24,Performance tuningNetworkingSOASolarisWeblogicDatabase administrationOracle DBAOracle
219,Senior/ System Engineer - Medical Devices,Eli Lilly And Company,Bengaluru,4-11 Yrs,Not disclosed,5 Days Ago,2024-11-24,System architectureDesign engineeringMedical devicesTest strategyPharmaProcess improvementConcept developmentSystem integration
220,Risk & Compliance Senior Associate,Cilag,Bengaluru,2-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,ProcurementManager Internal AuditDue diligenceRisk assessmentProcess improvementAnalyticalReconciliationAnti money laundering
221,Associate Technical Support Analyst,Perceptive,Hyderabad,2-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Relationship managementUMLProblem managementAgileIncident managementClinical researchLife sciencesScrum
222,Physician Assistant,Care Hospital,Hyderabad,1-2 Yrs,Not disclosed,5 Days Ago,2024-11-24,CounsellorComplianceCardiovascularPatient careLegalStress managementHealthcaremedical records
223,Dietician,Care Hospital,Hyderabad,1-4 Yrs,Not disclosed,5 Days Ago,2024-11-24,TrainingNutritionDatabasePublic speakingResearchData entryPublicDBMS
224,Cath lab technician,Care Hospital,Hyderabad,2-5 Yrs,Not disclosed,5 Days Ago,2024-11-24,UsageDiagnosticsPatient careHealthcareMonitoringLabCath Lab
225,Workday Financial Systems Analyst,Perceptive,Hyderabad,2-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,operational supportProduction supportArchitectureClinical researchData qualityHRSubject Matter ExpertContinuous improvement
226,CH - Phlebotomist,Care Hospital,Hyderabad,1-5 Yrs,Not disclosed,5 Days Ago,2024-11-24,UsageDiagnosticsHealthcareTestingChPhlebotomySoftware testing
227,Senior Compensation Analyst,TRC Companies,Hyderabad,2-5 Yrs,Not disclosed,5 Days Ago,2024-11-24,compensation analystAnalytical skillsBusiness administrationData analysisComplianceTalent acquisitionLegalAgile
228,Clinical Validation Analyst,ICON plc,"Chennai, Bengaluru, Thiruvananthapuram",1-3 Yrs,Not disclosed,5 Days Ago,2024-11-24,Computer scienceAssuranceData validationManager Quality AssuranceEDCClinical researchHealthcareLife sciences
229,CH - Technical Supervisor For Laboratory,Care Hospital,Hyderabad,1-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Employee trainingQuality standardsManager Quality AssuranceDiagnosticsAnalyticalInstrumentationSchedulingOperations
230,Senior Data Insights Engineer,Agilon Health,Bengaluru,6-7 Yrs,Not disclosed,5 Days Ago,2024-11-24,Data analysisCodingData modelingAnalyticalAgileHealthcaredata visualizationAnalytics
231,Clinical Project Assistant,Sanofi,Hyderabad,2-3 Yrs,Not disclosed,5 Days Ago,2024-11-24,Relationship managementAdministrationGCPProject managementReconciliationClinical researchLife sciencesManager Quality Control
232,Associate Project Manager - Registry Study Management,Sanofi,Hyderabad,2-6 Yrs,Not disclosed,5 Days Ago,2024-11-24,Data analysisManager Quality AssurancePharmaAnalyticalClinical trialsClinical researchProject planningManager Quality Control
