,roles,companies,locations,experience,salary,Dates,PresentDate,skills
128,Junior Biomedical Engineer.Biomedical Engineering.Aster MIMS Kannur,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,biomedical
129,Zonal Manager- Provider Network,Prudential,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-10 Yrs,Not disclosed,10 Days Ago,2024-11-24,Process automationClaimsDiagnosticsNetwork operationsReconciliationMarket intelligenceActuarialRisk management
130,Real Time Analyst,Everise Bpo Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-3 Yrs,Not disclosed,10 Days Ago,2024-11-24,MS Office suiteAnalytical skillsReal Time AnalystCodingStaffingTelephonyVerintForecasting
131,Manager- Retail Service,Prudential,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,Not disclosed,10 Days Ago,2024-11-24,Service deliveryHealth insurancetransaction managementAgileCustomer experienceTechnology solutionsCustomer serviceUnit testing
132,Executive.Oncology,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveOncologySenior
133,Technician.Dialysis,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Technician.Dialysis.MIMS Hospital CalicutHospital
134,Associate.Pharmacy.,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Pharmacy
135,Area Business Manager,Dentsply Sirona,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Not disclosed,12 Days Ago,2024-11-24,area sales managementteam managementchannel salesdirect marketingbusiness developmentretail salesdistributioncorporate sales
136,Executive.Finance,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,financial analysisstatutory compliancemis reportingregulatoryregulatory complianceauditingtrainingaccounting
137,Associate Consultant,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,management consultingproject managementteam managementprogram managementbusiness analysisproblem solvingclient managementmarket research
138,Associate Consultant,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,15 Days Ago,2024-11-24,management consultingproject managementteam managementprogram managementbusiness analysisproblem solvingclient managementmarket research
139,Marketing Executive (Medical Representative),Tablets India Ltd.,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,15 Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
140,Associate Consultant,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,15 Days Ago,2024-11-24,management consultingproject managementteam managementprogram managementbusiness analysisproblem solvingclient managementmarket research
141,Dietitian.Clinical Nutrition,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Nutrition
142,Junior Cathlab Technician,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,17 Days Ago,2024-11-24,pharmaceuticalx-raypharma marketingecgcardiac anesthesiacritical careechonursing
143,Junior Respiratory Therapist - Critical Care,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Critical careRespiratory
144,Junior Pharmacist - Pharmacy,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Pharmacy
145,Floor Coordinator - Operations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Floor CoordinatorFlooringOperations
146,Senior Resident Obstetrics & Gynaecology,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,19 Days Ago,2024-11-24,Senior ResidentGynecologyObstetricsSenior
147,Senior Consultant.Paediatric Surgery,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Quality improvementSurgicalPatient careHealthcareResearchTeachingSeniorSurgery
148,MEM Resident.Emergency Medicine,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingSurgicalDiagnosticsPatient careCritical careManagementTeam coordinationMem
149,Junior Cathlab Technician.Cardiology,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingDiagnosticsPatient careManager TechnologyHealthcareEquipment maintenanceCardiologyEnvironmental monitoring
150,Executive.Human Resources,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingHealth insurancePerformance managementTalent acquisitionStaffingPerformance appraisalHR policiesAnalytics
151,Technician.Cardiology,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,x-rayphysiotherapyechocardiographyecgcritical careorthoorthopedicsecho
152,Junior Staff Nurse.Nursing Services,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationNursingPatient careHealthcareJunior Staff NurseMonitoring
153,Trainee- Lab Technician,Afflatus Path Labs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PathologyManager Quality AssuranceTranscriptionManager Quality ControlControlQuality managementQualityQuality control
154,Junior Physiotherapist.Physiotherapy,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PhysiotherapyPain managementHealthcareUltrasoundMonitoringElectricalsManagement
155,Clinical Pharmacist,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SIDEQuality improvementPatient careClinical trialsRegulatory complianceHealthcareResearchCounselling
157,Technician Operation Theatre,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Operation theatreOperationsTheatre
158,Trainee Operations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Process monitoringReport generationSupply chain managementProcess improvementManager Quality ControlOperationsInventoryData entry
159,Technician.Anaesthesiology,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingSurgicalanaesthesiologyPatient careManager TechnologyHealthcareAnesthesiaManagement
160,AR - Analyst,AnnexMed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ARAnalystAugmented RealityAnalysis
161,AR - Callers,AnnexMed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ARCallersAugmented RealityCalling
162,Coders,AnnexMed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CoderssrCoding
163,Technician.Blood Bank,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Bankingfinance
164,Associate.Guest Relations.Aster MIMS Kannur,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,communicationsGuest relationsCommunication skillsGuestRelationship
165,Trainee Technician.Laboratory,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Trainee Technician.Laboratory.Aster LaboratoryTraining
166,Executive Operations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Operation ExecutiveOperations
167,Dietitian.Clinical Nutrition,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Nutrition
169,Junior Pharmacist,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Pharmacy
170,Physician Assistant. Medical Services,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,websphererepairlpgweblogicsales and serviceexcelcomputeroperations
171,Trainee. Laboratory.Aster Labs,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Trainee. Laboratory.Aster LabsLabTraining
172,Physiotherapist-Physiotherapy,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Physiotherapydr
173,Consultant- Paediatric Intensivist.Paediatric Intensive Care,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NutritionDiagnosticsintensive carePain managementMechanicalCritical careHealthcareVentilation
174,Executive - Operations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsComplianceAnalyticalWorkflowOperation ExecutiveBudgetingManagementOperations
175,Associate - Finance,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Financial statementsFinancial AssociateAccountingFinanceRegulatory complianceTaxationManagementPayroll administration
176,Associate - Billing,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Payment processingComplianceCodingFinanceBillingReconciliationData entryProcessing
177,Trainee Guest Relations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,guest serviceorientationsqliteandroidkotlinandroid studiotraininghousekeeping
178,Trainee Blood Bank,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,bpomanagement skillsteam managementcustomer servicepresentation skillsconvincing powerproblem solvingsales
179,Pharmacist,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,pharmaceuticalsidepharmaceuticsquality controlproductioncustomer servicepurchasemedicine
180,Junior Technician.Anaesthesiology,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,repairhvachvac engineeringsqliteheat ventilationventilationpreventive maintenanceandroid
181,Junior Staff Nurse.Nursing Services,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalingrctadministrationrpddiagnosisnursinginfection controlmedication administration
182,Respiratory Therapist - Trainee Critical Care,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,chemistrybehavioural trainingadministrationtherapytraining managementyogaexercisenursing
183,Junior Biomedical Engineer,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,FabricationMedical devicesData analysisManager Quality AssurancePrototypeISOHealthcareTroubleshooting
184,Clinical Pharmacist,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SIDEQuality improvementPatient careClinical pharmacyClinical trialsRegulatory complianceHealthcareResearch
185,Radiologist,Mallige Hospital,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RadiologistRadiology
186,Associate-Medical Transcriptionist,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical writingpharmaceuticalproofertranscriptioncontent editingclinical data managementpharmacovigilancemedical underwriting
187,Physician Assistant.Plastic & Micro Vascular Surgery.Aster MIMS Kannur,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,hand surgerycritical careorthopedicsnursingcardiovascularpatient carevascularcardiology
188,Assistant Manager.Medical Secretary.MIMS Hospital Calicut,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,scalingdentistrypatient relationshealthcare managementcritical carediagnosishospital administrationpatient care
189,Associate. Medical Records.Aster MIMS Kannur,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical recordsMedical
190,Nutritionist.Clinical Nutrition & Dietetics.,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NutritionDietetics
191,Executive.Marketing And Business Development,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Marketing communicationMarketing ExecutiveCommunication skillsDevelopmentMarketingBusiness development
192,HR Coordinator,Shams Healthcare Software,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business communicationHR CoordinatorPayroll processingExcelComplianceInternal auditHRManagement
193,Trainee.Guest Relations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Guest relationsGuestRelationship
194,Executive .Guest Relations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ExecutiveGuest relationsGuestRelationship
195,Business Executive (Sales),Prabott Life Sciences,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PharmaSales ExecutiveBusiness ExecutiveCRMSales executive activitiesPharmaceuticalSales
196,Trainee Laboratory,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisComplianceStandard operating proceduresData collectionResearchSupervisionOperatingData
197,Junior Staff Nurse.Nursing Services,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingJunior Staff Nurse
198,Staff Nurse. Nursing Services,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingStaff Nurse
199,Medical Transcriptionist Associate.Guest Relations,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TranscriptionLegalProof readingGuest relationsRelationshipGuestMedicalMedical Transcriptionist
200,Junior Respiratory Therapist.Critical Care,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationCompliancePhysiotherapyPatient careCritical careHealthcaremedical recordsManagement
201,Executive.Business Development,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TradeData analysisSales strategyNetworkingRelationship buildingMarket researchBusiness Development ExecutiveManagement
202,Associate.Human Resources,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Employee trainingPerformance managementConflict resolutionHR policiesHRTraining and DevelopmentPerformance improvementinterview scheduling
203,Specialist.Radiology,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Radiology
204,Technician.Cardio Thoracic &Vascular Surgery,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CardiologyVascular SurgerySurgeryVascular
205,Doctor,Healthok Global,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,telemedicineHealth insuranceBengaliMalayalamPhysiotherapyHealthcareWellnessmedical records
206,Functional Analyst Healthcare,Norah Clinical Solution,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,information systemSolution designMedical billingClinical operationsProject documentationFunctional AnalystHealthcareData processing
207,Logistics Executive,"Medilabs ,biohygea Global","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,shipmentlogistics managementsupply chainwarehouse operationslogistics operationsfreight forwardinglogisticsexecutive logistics
208,Phlebotomist,"Medilabs ,biohygea Global","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sterilitypathologylab testingblood bankclinical chemistrydocumentationmicrobiologyhistopathology
209,Field - Area Sales Managers,Maximal Healthcare,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Area salesPharma sellingSellingSalesManagementArea sales managementPharmaceuticalSales management
